title,body,rating,review_date,reviewer_name,reviewer_email,product_url,picture_urls,product_id,product_handle
"Bra produkt","Väldigt bra överdrag. Passar min IBC-tank perfekt och är enkelt att sätta på.","5","10/08/2026","Anders","","","","15989715108184","tankoverdraget"
"Bra produkt","Jag är nöjd. Nu slipper jag mycket solljus på tanken och det ser även snyggare ut.","5","11/08/2026","Maria","","","","15989715108184","tankoverdraget"
"Bra produkt","Bra kvalitet och lätt att använda. Passade min 1000 liters tank utan problem.","5","12/08/2026","Johan","","","","15989715108184","tankoverdraget"
"Bra produkt","Köpte detta för min regnvattentank. Fungerar bra och är enkelt att öppna när jag behöver.","5","13/08/2026","Lena","","","","15989715108184","tankoverdraget"
"Bra produkt","Ett enkelt och praktiskt överdrag. Jag är väldigt nöjd med köpet.","5","14/08/2026","Peter","","","","15989715108184","tankoverdraget"
"Bra produkt","Passar bra på tanken och skyddar mot solen. Precis vad jag behövde.","5","15/08/2026","Sofia","","","","15989715108184","tankoverdraget"
"Bra produkt","Bra material och känns stabilt. Lätt att montera på tanken.","5","16/08/2026","Magnus","","","","15989715108184","tankoverdraget"
"Bra produkt","Mycket nöjd. Tanken ser mycket bättre ut och överdraget sitter bra.","4","17/08/2026","Emma","","","","15989715108184","tankoverdraget"
"Bra produkt","Bra produkt för pengarna. Passar min IBC-tank och är enkel att använda.","4","18/08/2026","Daniel","","","","15989715108184","tankoverdraget"
"Bra produkt","Fungerar precis som jag hade hoppats. Bra skydd för min tank utomhus.","4","19/08/2026","Karin","","","","15989715108184","tankoverdraget"
"Bra produkt","Veldig bra trekk. Passer perfekt på IBC-tanken min og er enkelt å sette på.","5","10/08/2026","Kari","","","","15989715108184","tankoverdraget"
"Bra produkt","Jeg er fornøyd. Nå slipper jeg mye sollys på tanken, og det ser også penere ut.","5","11/08/2026","Ola","","","","15989715108184","tankoverdraget"
"Bra produkt","Bra kvalitet og lett å bruke. Passet 1000-liters tanken min uten problemer.","5","12/08/2026","Bjørn","","","","15989715108184","tankoverdraget"
"Bra produkt","Kjøpte denne til regnvannstanken min. Fungerer bra og er enkel å åpne når jeg trenger det.","5","13/08/2026","Ingrid","","","","15989715108184","tankoverdraget"
"Bra produkt","Et enkelt og praktisk trekk. Jeg er veldig fornøyd med kjøpet.","5","14/08/2026","Lars","","","","15989715108184","tankoverdraget"
"Bra produkt","Passer bra på tanken og beskytter mot solen. Akkurat det jeg trengte.","5","15/08/2026","Silje","","","","15989715108184","tankoverdraget"
